"","BLM_Name","Address_1","Address_2","City","State","Zip_Code","Latitude","Longitude","Phone_Number","Description","Directions","Activities","address","ContactRegion","CAMPING","WATER SPORTS","ENVIRONMENTAL EDUCATION","NON-MOTORIZED BOATING","DAY USE AREA","PADDLE BOATING","WATER ACCESS","RAFTING","WHITEWATER RAFTING","BIRDING","BACKPACKING","INTERPRETIVE PROGRAMS","WILDLIFE VIEWING","FISHING","BOATING","HORSEBACK RIDING","HIKING","OFF HIGHWAY VEHICLE","RECREATIONAL VEHICLES","SENIC DRIVE","PHOTOGRAPHY","CLIMBING","HUNTING","WILDERNESS","INFORMATION SITE","PICNICKING","attraction","contactRegion","Description_Length","Description_Length_Words","Direction_Length","Direction_Length_Words"
"11","Black Ridge Canyons Wilderness "," Grand Junction Field Office","2815 H Road"," Grand Junction","Colorado","81506",39.105328,-108.930221,"970-244-3000","The Black Ridge Canyons Wilderness now contains a total of 75,439 acres and is managed by the Bureau of Land Management. The Wilderness Area consists of 75,439 acres, of which 5,120 are in Utah. Vegetation is relatively sparse with scattered pinyon-juniper woodland. The area's east-west Black Ridge is dissected by seven red rock canyons varying in length. These canyons feature geological characteristics such as spires, windows, giant alcoves and desert patina. Waterfalls can be found here during spring runoff and after summer thunderstorms. Deer, mountain lion, desert bighorn sheep, as well as golden and bald eagles make the area home. Recreational use of the area focuses upon visiting the canyons in conjunction with calm water float trips through Ruby Canyon and hiking the canyons to view the arches in Rattlesnake and Mee canyons. Visitors can enjoy hiking, horseback riding, hunting, backpacking, and primitive camping, as well as rafting, canoeing and kayaking on the Colorado River.  In 2000 the Black Ridge Canyons Wilderness became part of the now over 109 million acre National Wilderness Preservation System. In wilderness, you can enjoy challenging recreational activities and extraordinary opportunities for solitude. In an age of ""...increasing population, accompanied by expanding settlement and growing mechanization,..."" you play an important role in helping to ""...secure for the American people of present and future generations the benefits of an enduring resource of wilderness"" as called for by Congress in the Wilderness Act of 1964. Please follow the regulations in place for this area, and use Leave No Trace techniques when visiting to ensure protection of its unique natural and experiential qualities.How to follow the seven standard Leave No Trace principles differs in different parts of the country (desert vs. Rocky Mountains). Click on any of the principles listed below to learn more about how they apply.Leave No Trace principles:Plan Ahead and PrepareTravel and Camp on Durable SurfacesDispose of Waste ProperlyLeave What You FindMinimize Campfire ImpactsRespect WildlifeBe Considerate of Other Visitors","Black Ridge Canyons Wilderness is located approximately 15 miles west of Grand Junction, Colorado.  It is bordered by the Colorado National Monument to the east and the Colorado/Utah boundary to the west, with a small portion actually spilling into Utah.  The Wilderness is included within the McInnis Canyons National Conservation Area (MCNCA), which was legislatively designated in October of 2000.DirectionsDIRECTIONS TO DEVILS, POLLOCK BENCH,  AND FRUITA PALEO AREA:   From Grand Junction, take I-70 west to the Fruita exit (#19), turn left and cross back over I-70 and go 1.5 miles to the Kings View Estates subdivision.  Turn right, in to the subdivision and stay on the main road.  It's approximately .5 miles to the Devils Canyon trail turnoff, on your left . Approximately 1.5 miles further is Pollock Bench Trailhead.   DIRECTIONS TO KNOWLES AND JONES CANYON TRAILS:    From Grand Junction, travel west on Grand Avenue, cross over two bridges, at the next stop light turn left on to Monument Road, turn left at ""D"" Road. Follow D road until you come to a fork in the road, go left on to Little Park Road.  Follow Little Park Road until it meets up with DS Road, take a left on to DS Road to the Glade Park Store.  At the Glade Park Store take a right on to 16.5 Road go .5 miles to BS Road, turn left, it's another 12 miles to the Knowles Canyon trailhead.   Continuing on BS Road another 2.5 miles you will come to a locked gate at the end of the public road, this is the trailhead into Jones Canyon.   DIRECTIONS TO RATTLESNAKE ARCHES AND MEE CANYON TRAILS:  There are two roads that parallel the southern boundary that are seasonally opened to motorized travel.  These roads provide access to Rattlesnake Canyon/Arches and Mee Canyon trailheads.  The Upper Road is open from April 15 - August 15, with the Lower Road being open from August 15 - February 15.  Both roads are closed to motorized travel from February 15 - April 15.  Biking, hiking and horseback are allowed on both access roads throughout the year.  CAUTION:  A high clearance 4X4 vehicle is required for the last 1.5 miles.  Do not drive on either road when wet.  From Grand Junction, take I-70 west to the Fruita Exit (#19) turn left at off ramp and cross back over I-70, follow signs to Colorado National Monument (CNM).  Enter the CNM.  Travel 11 miles from CNM entrance station, turn right at sign for ""Glade Park Store"".  Travel .2 miles to Black Ridge Access Roads (Upper and Lower).  At this point you are adjacent to the Black Ridge Canyons Wilderness.  The Rattlesnake Arches trailhead is approximately 13 miles ahead.  NOTE:  There is no charge for traveling through the Colorado National Monument to access the Black Ridge Canyons Wilderness.  Inform the attendant at the entrance gate that your destination is the Black Ridge Canyons Wilderness and you will be permitted to pass through the monument at no cost.","WILDERNESS"," Grand Junction Field Office 2815 H Road",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Wilderness",17,2148,327,2902,498
"12","Blanca Wetlands  ","San Luis Valley Field Office","1313 East Highway 160","Monte Vista","Colorado","81144",37.54707,-105.72988,"719-852-7074","The Blanca Wetlands Area of Critical Environmental Concern, or Blanca Wildlife Habitat Area, is an area of the San Luis Valley in Colorado, United States, which serves as a refuge for birds, fish and other wildlife. The wetlands had been completely destroyed by pumping and diversion of water for irrigation. Starting in 1965 the Bureau of Land Management began to restore them, and they have become an increasingly important ecological habitat for shorebirds, water birds and other wildlife and native plants.. The region has a cool, dry climate, with about 107 frost-free days each year. Temperatures range from 30 °F to 85 °F (29 °C). Annual rainfall is about 7 inches (180 mm). The landscape is flat. Sand dunes carry sparse vegetation such as greasewood, rubber rabbit, salt grass, Sandhill muhly and sand drop seed. The areas of dunes are intermingled with depressions and basins of historical playas. As late as the 1800s the area was wet, and the bones of fish show that some of the water was at least 12 feet (3.7 m) deep. Loss of water and destruction of wetlands occurred in the twentieth century due to pumping and redirecting surface water for irrigation. By the mid-1900s the basins had completely dried up, and the area became known as ""Dry Lakes"". 

In 1965 the San Luis Resource Area of the Bureau of Land Management began a project to restore some of the dry playas in the San Luis Valley to their former condition as wetlands. The Blanca Wildlife Habitat Area covers almost 10,000 acres (4,000 ha) south of San Luis Lakes and near to the Great Sand Dunes National Park and Preserve. In contains about two hundred shallow basins floored by layers of sand and clay, holding wet meadows, salt flats, marshes and fresh water ponds. As of 1989 the Habitat Area contained 1,400 acres (570 ha) of pond and wetlands, with another 475 acres (192 ha) of historical wetlands to be developed. Wetland vegetation in the playas includes soft stem bulrush, cattail, alkaline bulrush, spike rush, sago pondweed, longleaf pondweed and watermilfoil. About 1,200 acres (490 ha) are watered each year, while other parts are deliberately allowed to dry up. 

Wildlife: The wetlands is one of the most important areas for birds in Colorado since it provides habitat for migrating water birds or shorebirds. It hosts thirteen threatened, endangered and sensitive species. The bald eagle and the peregrine falcon use the wetlands. The snowy plover and the white-faced ibis have been documented as nesting. Other Species of Management Priority that have been documented are American bittern, avocet, common yellowthroat, eared grebe, Forster's tern, greater Sandhill crane, hen harrier, Savannah sparrow, snowy egret, sora rail, western grebe and yellow-headed blackbird. Shorebirds such as gulls, sandpipers and pelicans are at home in the salty environment, as well as 158 other species. There is a breeding population of snowy plover. The wetlands is a duck breeding concentration area, with mallards by far the most common, but good numbers of pintail and green-winged teal also visiting. 

The wetlands could become critical for conserving amphibians in the valley. There is a healthy population of Great Plains toads. Other documented amphibians include the plains spadefoot toad, western chorus frog, leopard frog and tiger salamander. There are several species of bat in the wetlands. The least chipmunk is common in the greasewood parks that adjoin the wetlands and the Ord's kangaroo rat lives in the sand dunes. Muskrats and coyotes are present, and mule deer and elk are often seen in the wetland area. For more information , please contact the San Luis Valley Field Office. 

","From Alamosa, travel east on US-160, then turn left onto Road S116, which becomes Tyler Avenue. Turn right onto Twomile Road/Road 2S/9th Street and follow the signs for Blanca Wetlands.","FISHING HIKING WILDLIFE VIEWING","San Luis Valley Field Office 1313 East Highway 160",15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Normal",15,3683,607,185,33
"13","Bocco Mountain ","Colorado River Valley Field Office","2300 River Frontage Road","Silt","Colorado","81652",39.71183,-106.69583,"(970) 876-9000","Bocco Mountain Recreation Area is a small upland riding area with fantastic scenery.There are 18 miles of single-track trails open to non-motorized uses and motorcycles only. Roads are two-track and open to all vehicles. Bocco Mountain is closed from December 1 through April 30. Some trails have been identified as one-way routes, at the request of riders. please ride these routes in the suggested directions to increase safety. For further information, please contact the Colorado River valley Field Office.","From Wolcott, travel north on Highway 131 for about 2.5 miles. Turn left onto Milk Creek Road. Then turn right onto Horse Mountain Road and continue for about one mile. The riding area will be on the left.","BIKING CAMPING HIKING OFF HIGHWAY VEHICLE WILDLIFE VIEWING","Colorado River Valley Field Office 2300 River Frontage Road",11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"Normal",11,510,83,205,38
"14","Bocco Mountain Trailhead ",NA,NA,"Eagle","Colorado","81631",39.74303,-106.70488,"(970) 876-9000","Trailhead for Bocco Mountain Recreation Area. Bocco Mountain Recreation Area is a small motorcycle riding area north of I-70 at Wolcott. This riding area offers 20 miles of difficult motorcycle trails through rugged terrain and scattered piсon-juniper woodlands. It
is popular with experienced riders in the spring before the snow melts in the high country. The staging area is small but easily accessible.","The Trail head is located exiting Highway 70 at the Wolcott exit.  AT the ""T"" intersection, take a left urn and drive along the river and then turn right and drive across the river bridge. Follow this road north up a canyon to a road intersection which goes west. It is signed. Take this road to the trailhead, which is on the left side of the road.  It is located right before crossing under the large power lines. there are no facilities. There is additional parking at the Castle Creek Parking lot a slight distance further down the road.","HIKING OFF HIGHWAY VEHICLE",NA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Trail",11,406,65,541,99
"15","Box Elder ","Tres Rios Field Office ","29211 Highway 184","Dolores","Colorado","81323",37.801257,-108.824402,"970-882-7296","BLM's Box Elder Campground is located within the Dolores River Canyon 6 miles NE of Dove Creek. The campground has 11 campsites with fire rings and picnic tables along with two vault toilets. Towering canyon walls cut by the Dolores River dominate this site, and when combined with the shade of the box elder grove and the proximity of the river, provide an element of relief from the summer heat. 

There is no fee at this site, and camping is on a first come, first served basis. The busiest time of year is when there is a 'boatable release' on the lower Dolores from McPhee Reservoir, generally mid-April to mid-June. Holiday weekends during the summer can also fill up this small campground. For more information, please contact the Tres Rios Field Office. 
","When traveling US Highway 491, turn east on CR J, just south of Dove Creek. Then turn north on CR 9, east on H, then north again on CR 10. Veer left at the 'Y' and follow the county road down into the canyon. After passing the Mt. Sheep Point (the Pumps) boat access, you'll arrive at the campground in less than Ѕ mile.
","BOATING CAMPING","Tres Rios Field Office  29211 Highway 184",26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Normal",26,763,134,321,64
"16","Bradfield Recreation Site ","Tres Rios Field Office","29211 Highway 184","Dolores","Colorado","81323",37.65015,-108.73666,"970-882-7296","Bradfield is a large, open campground with a day use area and boat ramp. There are 17 designated camping spurs with picnic tables and fire rings. Ten of the sites have shade structures and one site is fully accessible for those with disabilities. There are two vault restrooms and two potable water hand pumps (seasonally operational, generally April 1st -Sept 30th). There is also an additional camping loop geared toward more dispersed camping for equestrian users (a rustic and un-maintained non-motorized trail leads downriver from here for about 8 miles, with several river crossings). The day use area has three picnic tables and shade trees. There is an $8/night camping fee on a first come first served basis. The busiest time of year is when there is a 'boatable release' on the lower Dolores from McPhee Reservoir, generally mid-April to mid-June. For more information, please contact the Tres Rios Field Office.","From HWY 491 at Pleasant View, take CR-CC east to CR-16 North to CR-S east, down into the Dolores River Cyn. At the bottom look for the BLM Portal sign for Bradfield, turning north (left). ","BOATING CAMPING PICNICKING","Tres Rios Field Office 29211 Highway 184",26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Recreation Site",26,922,156,189,38
"17","Browns Canyon National Monument ","Royal Gorge Field Office","3028 E. Main Street","Canon City","Colorado","81212",38.61194,-106.06,"719-269-8500","Browns Canyon National Monument , a 21,586 acres (8,736 ha) national monument in Chaffee County, Colorado was designated as such by President Barack Obama under the Antiquities Act on February 19, 2015. For centuries, the granite cliffs, colorful rock outcroppings and stunning mountain vistas of Browns Canyon National Monument have attracted visitors from around the world. The areas unusual geology and roughly 3,000- foot range in elevation support a diversity of life and a wealth of geological, ecological, riparian, cultural and historic resources. The Arkansas River borders Browns Canyon NM and is one of the nation’s most popular whitewater rafting destinations. The Browns Canyon river segment provides a unique rafting experience allowing visitors to enjoy solitude while taking in the scenery of the area. Anglers can test their skills at catching brown and rainbow trout on this stretch of Gold Medal Trout Waters. For more information, please contact the Royal Gorge Field Office.","The National Monument is centered along the Arkansas River between the communities of Buena Vista and Salida.","CAMPING FISHING HIKING HORSEBACK RIDING HUNTING WATER SPORTS WILDLIFE VIEWING PHOTOGRAPHY","Royal Gorge Field Office 3028 E. Main Street",14,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,"National Monument",14,995,152,109,17
"18","Burn Canyon Trail System ","Uncompahgre Field Office","2465 South Townsend Avenue","Montrose","Colorado","81401",38.138317,-108.33885,"970-240-5300","The Canyon Trail System is located just a few miles southwest of Norwood, Colorado. The area offers beautiful views of deep canyons with large cottonwoods and junipers, as well as mesa tops with panoramic views of Lone Cone Mountain, the La Sal Mountains of Utah, and the majestic San Juan Mountains. The upper parking lot provides access to the Burn Canyon MTB trails and the McKee Draw hiking trails. The first loop from the parking area is Buttermilk Loop. It is an easy warm-up loop suitable for all ages and abilities. The larger Pinyon Point Loop is a continuation of Buttermilk Loop and offer great views of Burn Canyon, Naturita Canyon and the mouth of McKee Draw. North from Pinyon Point Loop the Old Nelson Cut-off passes along the edge of Hideout Canyon and connects to the other two loops in this trail system. Cedar Post Loop is a fun, fast, smooth loop. Hideout Canyon is a continuation of Cedar Post Loop that is the most challenging loop in this trail system. It offers good views of Burn Canyon and the La Sal Mountains in Utah. Posey’s Spur Trail connects back to W35 road for an easy out back to the parking area.","The trail system is located about a couple of miles northwest of Norwood, Colorado via paved and dirt roads. Passenger cars can access any of the trails under most road conditions. From Norwood’s main street (Grand Avenue): Travel to the far west end of Grand Avenue; follow the highway as it curves to the right; pass the fairgrounds on your right. Turn left at the first opportunity AA42 Road (also known as W35 and Norwood Burn Road); follow this road for about 2.9 miles. It passes the Pioneer Village subdivision and Elder’s junkyard. This Road changes to Norwood Burn Road. Continue on this road as it takes switchbacks into a canyon. Continue on the same road up a hillside and around some switchbacks where after climbing the hill you will find a parking area on your right. The trail head for the Burn Canyon Trail Loops start here.","BIKING HIKING HORSEBACK RIDING OFF HIGHWAY VEHICLE","Uncompahgre Field Office 2465 South Townsend Avenue",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Trail",16,1132,205,841,148
"19","Buzzard Gulch Trail System ","Uncompahgre Field Office","2465 South Townsend Avenue","Montrose","Colorado","81401",38.42122,-107.93163,"970-240-5300","Located just west of Montrose, Colorado, the Buzzard Gulch Trail System has evolved into a wonderful renewed resource for non-motorized trail users.  The landscape is classic canyon country -alternating between rocky and sandy terrain- with elevations ranging from 6,200 to 6,800 feet.  Sparse pinyon, juniper, and big sagebrush offer limited opportunities for shade.  While Spring Canyon Trailhead provides the best access, the trail system can also be reached from the Lower Spring Creek Trailhead along Dave Wood Road.

Designed and constructed as part of the Dry Creek Travel Management Plan implementation, the trail system is categorized as Non-Motorized Single Track, defined as routes of 36 inches wide or less intended for mechanized modes of transportation (such as mountain bikes), as well as foot and horse travel.  Modest elevation changes provide a moderately easy challenge for mountain bikers. for more information, please contact the Uncompahgre Field Office.","From Montrose, head west across the Uncompahgre River on West Main Street. Continue west up the hill as West Main becomes Spring Creek Road (Highway 90). At the top of the hill, turn left onto 6300 Road (the continuation of Highway 90). In 1.0 mile, Highway 90 makes a sharp right turn as it continues on West Oak Grove Road. In 0.4 mile, turn left onto 6250 (also known as Dave Wood) Road. In 2.5 miles, turn right onto Popular Road and then left onto Spring Canyon Road. Spring Canyon Trailhead will be on your left.","BIKING HIKING HORSEBACK RIDING","Uncompahgre Field Office 2465 South Townsend Avenue",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Trail",16,976,148,518,96
"20","Caddis Flats ","Uncompahgre Field Office ","2465 South Townsend Avenue","Montrose","Colorado","81401",38.02767,-108.38077,"970-240-5300","This campground and boat launch is located between the Unaweep/Tabeguache Scenic and Historic Byway (CO145) and the San Miguel River. The canyon in this area makes the transition from forest to high desert and is quite scenic. The campground has three developed campsites, one with a cabana. Four parking areas will accommodate large RVs and boat trailer parking. There is a toilet but no drinking water. There is a hand-carry boat launch. For more information, please contact the Uncompahgre Field Office.","From Placerville (Jct. CO 145 & CO 62), go west on CO 145 1.8 miles. Entrance is on the left (south). From Norwood, go east on CO 145 about 16.5 miles. Entrance is on the right (south).","BOATING CAMPING","Uncompahgre Field Office  2465 South Townsend Avenue",16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Normal",16,506,83,185,36
"21","Calamity Camp Mining Site ","Grand Junction Field Office"," 2815 H Road","Grand Junction","Colorado","81506",38.61208,-108.85284,"970-244-3000","This remote, historic site contains one of the last standing vanadiun-radium-uranium camps in Colorado. Calamity Camp is an example of the historic mining camps that were active during the uranium booms from 1916 to 1980. The site has several well-preserved structures, including a cookhouse. NOTE: There is some residual radiation at this site, because of radioactive minerals in the area.","From Grand Junction, travel U.S. Highway 50 south 10 miles to State Highway 141.  Travel 42 miles west, toward Gateway.  Turn off at Niche Road, 4 miles east of Gateway.  Follow Niche Road 16 miles to Calamity Mesa.  It is recommended that maps be purchased from BLM before visiting the site.","HISTORIC & CULTURAL SITE","Grand Junction Field Office  2815 H Road",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",17,390,63,292,51
"22","Canyon Pintado National Historic District ","White River Field Office","220 East Market Street","Meeker","Colorado","81641",40.00671,-108.78078,"970-878-3800","Canyon Pintado National Historic District encompasses over 16,000 acres of public land along 15 miles of State Highway 139. Canyon Pintado (Spanish for ""Painted Canyon"") received its name in 1776 when Fathers Dominguez and Escalante noted numerous examples of ancient Native American rock art as they traveled through the Douglas Creek Valley. For more information, please contact the White River Field Office.","From Rangely, Colorado (junction of State Highways 64 and 139), travel south on Highway 139. The District begins about 3 miles south and continues for 15 miles.","HISTORIC & CULTURAL SITE HIKING PICNICKING DAY USE AREA","White River Field Office 220 East Market Street",23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Historic Site",23,410,62,160,27
"23","Canyons of the Ancient National Monument ","Anasazi Heritage Center","27501 Highway 184","Dolores","Colorado","81323",37.47595,-108.88687,"970-882-5600 ","Canyons of the Ancients National Monument ('the Monument') encompasses over 174,000 acres of federal land administered by the Bureau of Land Management (BLM). The Monument is located in the Four Corners region of southwestern Colorado, about 50 miles west of Durango, 10 miles west of Cortez and 12 miles west of Mesa Verde National Park. The Monument was designated on June 9, 2000 by Presidential Proclamation to protect cultural and natural resources on a landscape scale.

The Monument contains the highest known archaeological site density in the United States, with rich, well-preserved evidence of Native American cultures. The archeological record etched into this landscape is much more than isolated islands of architecture. This cultural landscape contains more than 8,300 recorded sites reflecting many physical components of past human life: villages, field houses, check dams, reservoirs, great kivas, cliff dwellings, shrines, sacred springs, agricultural fields, petroglyphs and sweat lodges. Some areas have more than 100 sites per square mile. The total number of sites is estimated to be up to 30,000.

This landscape has been used or inhabited by humans, including the Northern Ancestral Puebloan culture, for at least 10,000 years, and continues to be used by humans today. Contemporary uses of the Monument include recreation, hunting, livestock grazing and energy development.
","All visitors to the monument are encouraged to contact the Anasazi Heritage Center before visiting the monument. From Dolores, Colorado, travel west on State Highway 145, then turn west (right) on State Highway 184. Or if you are coming from Cortez, travel north on State Highway 145, then turn west (left) on State Highway 184. Continue for approximately 1 mile and the Anasazi Heritage Center will be on your right. Canyons of the Ancients National Monument is generally located North and West of Cortez Colorado to the South, Dove Creek to the North, and the Utah border to the West.
","BIKING HISTORIC & CULTURAL SITE CAMPING HUNTING OFF HIGHWAY VEHICLE","Anasazi Heritage Center 27501 Highway 184",25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"National Monument",25,1400,212,587,100
"24","Canyons of the Ancients Museum Tours ","27501 Hwy 184",NA,"Dolores","Colorado","81327",0,0,"970-882-5600","Canyons of the Ancients Visitor Center and Museum serves as headquarters to Canyons of the Ancients National Monument and is southwest Colorado's premier archaeological museum featuring Ancestral Puebloan, Native American, and historic cultures in the Four Corners region. The museum curates almost 4 million artifacts from the surrounding area and hosts special exhibits, films and programs regularly. Stop by the Visitor Center and Museum before heading onto the Monument to help plan your trip.
Ticket reservations are required for admission to the museum only. All visitors age 17 years and older will need a ticket to visit the museum.  Individuals 16 years and under do not need a ticket. In order to meet the CDC, state and local guidance related to COVID-19, tickets will be required to be purchased in advance and museum self-guided tours will be scheduled for  1 hour appointment slots during the museum’s hours of operation. Tours are limited to groups of 10 or less visitors.
Canyon of the Ancients National Monument is always free to access, and there is no charge to visit the Visitor Center and access information and brochures about the Monument. ","Visitors planning to explore the monument should first stop at Canyons of the Ancients Visitor Center and Museum located at 27501 Hwy 184, Dolores, CO 81323 (10 miles north of Cortez and 3 miles west of downtown Dolores) for orientation and current conditions. Please note, the Visitor Center and Museum is located about a half hour drive from Canyons of the Ancients National Monument. Do not rely exclusively on your mobile GPS navigation system to get the Visitor Center and Museum in time for your museum tour.","INTERPRETIVE PROGRAMS",NA,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Historic Site",24,1163,190,514,87
"25","Canyons of the Ancients National Monument - Visitor Center and Museum ","Canyons of the Ancients Visitor Center and Museum","27501 Highway 184","Dolores","Colorado","81323",37.47625,-108.54617,"970-882-5600","The Canyon of the Ancients Visitor Center is the headquarters for Canyons of the Ancients National Monument and the premier Archaeological Museum in southwest Colorado. Visitors are encouraged to stop by the Visitor Center before heading to the Monument to get information, maps and other publications. The Museum boasts interpretive exhibits, films, a research library, educational resources, and special programs and events interpret the history and culture of the Ancestral Puebloan and other Native American peoples, as well as the historic Anglo settlers. On its way to the Monument, the Trail of the Ancients Scenic Byway conveniently passes right by the Visitor Center and Museum. The Old Spanish National Historic Trail, a 19th century Mexican trade route, also runs through this area. For more information, please contact the Canyon of the Ancients Visitor Center and Museum by calling 970-882-5600. Our Visitor Center and Museum is closed until further notice. Canyons of the Ancients National Monument remains open to recreational activities and dispersed camping. The Visitor Center has travel and hiking brochures in two outside racks to help you plan your visit to the Monument. The paved, 1/2 mile hiking trail at the museum to Dominguez and Escalante Pueblos remains open for your enjoyment. Stay up to date by following our official Facebook page: Canyons of the Ancients Visitor Center and Museum @BLMCanyonsoftheAncients and check back in with our websites as conditions change: https://www.blm.gov/programs/national-conservation-lands/colorado/canyons-of-the-ancients or https://www.blm.gov/learn/interpretive-centers/CANM-visitor-center-museum.","From Dolores, Colorado, travel west on State Highway 145, then turn west (right) on State Highway 184. Or if you are coming from Cortez, travel north on State Highway 145, then turn west (left) on State Highway 184. Continue on 184 for approximately 1 mile and the Visitor Center will be on your right.","INTERPRETIVE PROGRAMS HIKING ENVIRONMENTAL EDUCATION PHOTOGRAPHY ACCESSIBLE FACILITY OR ACTIVITY","Canyons of the Ancients Visitor Center and Museum 27501 Highway 184",24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"National Monument",24,1665,256,302,54
"26","Catamount Bridge Boat Launch ","Colorado River Valley Field Office","2300 River Frontage Road","Silt","Colorado","81652",39.89047,-106.83205,"(970) 876-9000","Catamount Campground and River Access provides a concrete boat ramp, five campsites and vault toilets.  Day use is high between May and September and parking may not be available at that time.  Parking is allowed along the Colorado River Road.  For more information, please contact the Colorado River Valley Field Office.","Take the Dotsero exit off I-70 (exit 133). Head north on the Colorado River Road for 27.1 Miles.  The Catamount Campground and River Access will be on the left.  For more information, please contact the Colorado River Field Office.","BOATING CAMPING FISHING WATER SPORTS","Colorado River Valley Field Office 2300 River Frontage Road",11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Boat Launch",11,321,51,231,40
